feedback_item_id,essay_id,annotation_batch,risk_level,recommended_action,risk_reasons,meaning_preservation_predicted,status,risk_score,calibrated_review_probability,routing_policy,review_confidence,evidence_signal,review_priority,review_explanation,safety_graph_active_dimensions,safety_graph_active_signals,safety_graph_path,safety_graph_summary,safety_graph_nodes,safety_graph_edges
FB-011,ESL-ANN-003,1,high,teacher_review,meaning_change;unsupported_claim;introduces_new_argument;too_vague,changes_meaning,needs_teacher_review,1.0,0.883,pilot_calibrated_logistic_v1,0.78,none,urgent,"High-risk feedback is routed to teacher review; evidence=none; risk_score=1.000; reasons=meaning_change, unsupported_claim, introduces_new_argument, too_vague.",meaning_preservation;content_grounding;specificity,meaning_change;unsupported_claim;introduces_new_argument;too_vague,target_span -> ai_suggestion -> meaning_preservation -> teacher_review,"Feedback Safety Graph activates meaning_preservation, content_grounding, specificity; meaning=changes_meaning; evidence=none; route=teacher_review.","[{""id"": ""FB-011:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""The government should improve public transport""}, {""id"": ""FB-011:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""The government should improve public transport and encourage recycling""}, {""id"": ""FB-011:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""Add a new argument that factories should be closed immediately.""}, {""id"": ""FB-011:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""This makes the solution stronger and more urgent.""}, {""id"": ""FB-011:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""meaning_change""}, {""id"": ""FB-011:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-011:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""changes_meaning"", ""risk_level"": ""high"", ""risk_score"": 1.0, ""type"": ""routing_decision"", ""value"": ""teacher_review""}, {""active_signals"": ""introduces_new_argument,meaning_change"", ""id"": ""FB-011:dimension:meaning_preservation"", ""label"": ""Meaning preservation"", ""severity"": ""high"", ""type"": ""safety_dimension""}, {""active_signals"": ""unsupported_claim"", ""id"": ""FB-011:dimension:content_grounding"", ""label"": ""Content grounding"", ""severity"": ""high"", ""type"": ""safety_dimension""}, {""active_signals"": ""too_vague"", ""id"": ""FB-011:dimension:specificity"", ""label"": ""Feedback specificity"", ""severity"": ""medium"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-011:context"", ""target"": ""FB-011:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-011:target_span"", ""target"": ""FB-011:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-011:issue"", ""target"": ""FB-011:route""}, {""relation"": ""informs_route"", ""source"": ""FB-011:evidence"", ""target"": ""FB-011:route""}, {""relation"": ""explains"", ""source"": ""FB-011:rationale"", ""target"": ""FB-011:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-011:suggestion"", ""target"": ""FB-011:dimension:meaning_preservation""}, {""relation"": ""justifies_route"", ""source"": ""FB-011:dimension:meaning_preservation"", ""target"": ""FB-011:route""}, {""relation"": ""activates"", ""source"": ""FB-011:suggestion"", ""target"": ""FB-011:dimension:content_grounding""}, {""relation"": ""justifies_route"", ""source"": ""FB-011:dimension:content_grounding"", ""target"": ""FB-011:route""}, {""relation"": ""activates"", ""source"": ""FB-011:suggestion"", ""target"": ""FB-011:dimension:specificity""}, {""relation"": ""justifies_route"", ""source"": ""FB-011:dimension:specificity"", ""target"": ""FB-011:route""}]"
FB-012,ESL-ANN-003,1,medium,teacher_review,too_vague,unclear,needs_teacher_review,0.44,0.438,pilot_calibrated_logistic_v1,0.7,none,normal,Medium-risk feedback is routed to teacher review; evidence=none; risk_score=0.440; reasons=too_vague.,specificity,too_vague,target_span -> ai_suggestion -> specificity -> teacher_review,Feedback Safety Graph activates specificity; meaning=unclear; evidence=none; route=teacher_review.,"[{""id"": ""FB-012:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""These actions may look small""}, {""id"": ""FB-012:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""These actions may look small, but they can reduce waste and make the city cleaner.""}, {""id"": ""FB-012:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""Add a transition explaining how citizen actions complement public policy.""}, {""id"": ""FB-012:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""The feedback improves coherence between individual action and policy.""}, {""id"": ""FB-012:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""coherence""}, {""id"": ""FB-012:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-012:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""unclear"", ""risk_level"": ""medium"", ""risk_score"": 0.44, ""type"": ""routing_decision"", ""value"": ""teacher_review""}, {""active_signals"": ""too_vague"", ""id"": ""FB-012:dimension:specificity"", ""label"": ""Feedback specificity"", ""severity"": ""medium"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-012:context"", ""target"": ""FB-012:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-012:target_span"", ""target"": ""FB-012:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-012:issue"", ""target"": ""FB-012:route""}, {""relation"": ""informs_route"", ""source"": ""FB-012:evidence"", ""target"": ""FB-012:route""}, {""relation"": ""explains"", ""source"": ""FB-012:rationale"", ""target"": ""FB-012:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-012:suggestion"", ""target"": ""FB-012:dimension:specificity""}, {""relation"": ""justifies_route"", ""source"": ""FB-012:dimension:specificity"", ""target"": ""FB-012:route""}]"
FB-013,ESL-ANN-004,2,low,auto_accept,local_language_edit,preserves_meaning,auto_accepted,0.1,0.276,pilot_calibrated_logistic_v1,0.77,none,low,Low-risk local edit; evidence=none; risk_score=0.100; reasons=local_language_edit.,local_edit,too_vague,target_span -> ai_suggestion -> local_edit -> auto_accept,Feedback Safety Graph activates local_edit; meaning=preserves_meaning; evidence=none; route=auto_accept.,"[{""id"": ""FB-013:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""students mental health""}, {""id"": ""FB-013:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""This way, students mental health can be protected and evaluation can be more fair.""}, {""id"": ""FB-013:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""Change to 'students' mental health'.""}, {""id"": ""FB-013:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""This corrects a possessive form while keeping the same meaning.""}, {""id"": ""FB-013:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""grammar""}, {""id"": ""FB-013:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-013:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""preserves_meaning"", ""risk_level"": ""low"", ""risk_score"": 0.1, ""type"": ""routing_decision"", ""value"": ""auto_accept""}, {""active_signals"": ""local_language_edit"", ""id"": ""FB-013:dimension:local_edit"", ""label"": ""Local language edit"", ""severity"": ""low"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-013:context"", ""target"": ""FB-013:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-013:target_span"", ""target"": ""FB-013:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-013:issue"", ""target"": ""FB-013:route""}, {""relation"": ""informs_route"", ""source"": ""FB-013:evidence"", ""target"": ""FB-013:route""}, {""relation"": ""explains"", ""source"": ""FB-013:rationale"", ""target"": ""FB-013:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-013:suggestion"", ""target"": ""FB-013:dimension:local_edit""}, {""relation"": ""justifies_route"", ""source"": ""FB-013:dimension:local_edit"", ""target"": ""FB-013:route""}]"
FB-014,ESL-ANN-004,2,medium,teacher_review,local_language_edit;meaning_change,changes_meaning,needs_teacher_review,0.38,0.602,pilot_calibrated_logistic_v1,0.7,none,normal,"Medium-risk feedback is routed to teacher review; evidence=none; risk_score=0.380; reasons=local_language_edit, meaning_change.",local_edit;meaning_preservation,meaning_change,target_span -> ai_suggestion -> meaning_preservation -> teacher_review,"Feedback Safety Graph activates local_edit, meaning_preservation; meaning=changes_meaning; evidence=none; route=teacher_review.","[{""id"": ""FB-014:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""what students remember""}, {""id"": ""FB-014:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""Exams can show what students remember, but they cannot show every ability.""}, {""id"": ""FB-014:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""Change to 'what students have learned'.""}, {""id"": ""FB-014:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""The wording is more academic and preserves the intended meaning.""}, {""id"": ""FB-014:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""vocabulary""}, {""id"": ""FB-014:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-014:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""changes_meaning"", ""risk_level"": ""medium"", ""risk_score"": 0.38, ""type"": ""routing_decision"", ""value"": ""teacher_review""}, {""active_signals"": ""local_language_edit"", ""id"": ""FB-014:dimension:local_edit"", ""label"": ""Local language edit"", ""severity"": ""low"", ""type"": ""safety_dimension""}, {""active_signals"": ""meaning_change"", ""id"": ""FB-014:dimension:meaning_preservation"", ""label"": ""Meaning preservation"", ""severity"": ""high"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-014:context"", ""target"": ""FB-014:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-014:target_span"", ""target"": ""FB-014:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-014:issue"", ""target"": ""FB-014:route""}, {""relation"": ""informs_route"", ""source"": ""FB-014:evidence"", ""target"": ""FB-014:route""}, {""relation"": ""explains"", ""source"": ""FB-014:rationale"", ""target"": ""FB-014:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-014:suggestion"", ""target"": ""FB-014:dimension:local_edit""}, {""relation"": ""justifies_route"", ""source"": ""FB-014:dimension:local_edit"", ""target"": ""FB-014:route""}, {""relation"": ""activates"", ""source"": ""FB-014:suggestion"", ""target"": ""FB-014:dimension:meaning_preservation""}, {""relation"": ""justifies_route"", ""source"": ""FB-014:dimension:meaning_preservation"", ""target"": ""FB-014:route""}]"
FB-015,ESL-ANN-004,2,medium,teacher_review,too_vague,unclear,needs_teacher_review,0.32,0.413,pilot_calibrated_logistic_v1,0.7,none,normal,Medium-risk feedback is routed to teacher review; evidence=none; risk_score=0.320; reasons=too_vague.,specificity,too_vague,target_span -> ai_suggestion -> specificity -> teacher_review,Feedback Safety Graph activates specificity; meaning=unclear; evidence=none; route=teacher_review.,"[{""id"": ""FB-015:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""their score becomes lower than their real level""}, {""id"": ""FB-015:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""their score becomes lower than their real level""}, {""id"": ""FB-015:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""Change to 'their scores may not reflect their actual ability'.""}, {""id"": ""FB-015:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""This is a clearer academic expression of the same idea.""}, {""id"": ""FB-015:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""sentence_structure""}, {""id"": ""FB-015:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-015:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""unclear"", ""risk_level"": ""medium"", ""risk_score"": 0.32, ""type"": ""routing_decision"", ""value"": ""teacher_review""}, {""active_signals"": ""too_vague"", ""id"": ""FB-015:dimension:specificity"", ""label"": ""Feedback specificity"", ""severity"": ""medium"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-015:context"", ""target"": ""FB-015:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-015:target_span"", ""target"": ""FB-015:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-015:issue"", ""target"": ""FB-015:route""}, {""relation"": ""informs_route"", ""source"": ""FB-015:evidence"", ""target"": ""FB-015:route""}, {""relation"": ""explains"", ""source"": ""FB-015:rationale"", ""target"": ""FB-015:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-015:suggestion"", ""target"": ""FB-015:dimension:specificity""}, {""relation"": ""justifies_route"", ""source"": ""FB-015:dimension:specificity"", ""target"": ""FB-015:route""}]"
FB-016,ESL-ANN-004,2,high,teacher_review,meaning_change,changes_meaning,needs_teacher_review,0.52,0.732,pilot_calibrated_logistic_v1,0.7,none,high,High-risk feedback is routed to teacher review; evidence=none; risk_score=0.520; reasons=meaning_change.,meaning_preservation,meaning_change,target_span -> ai_suggestion -> meaning_preservation -> teacher_review,Feedback Safety Graph activates meaning_preservation; meaning=changes_meaning; evidence=none; route=teacher_review.,"[{""id"": ""FB-016:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""schools should keep exams""}, {""id"": ""FB-016:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""I think schools should keep exams, but teachers should also use projects and class participation.""}, {""id"": ""FB-016:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""Rewrite the sentence to argue that schools should abolish all exams immediately.""}, {""id"": ""FB-016:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""This creates a stronger position for the essay.""}, {""id"": ""FB-016:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""meaning_change""}, {""id"": ""FB-016:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-016:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""changes_meaning"", ""risk_level"": ""high"", ""risk_score"": 0.52, ""type"": ""routing_decision"", ""value"": ""teacher_review""}, {""active_signals"": ""meaning_change"", ""id"": ""FB-016:dimension:meaning_preservation"", ""label"": ""Meaning preservation"", ""severity"": ""high"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-016:context"", ""target"": ""FB-016:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-016:target_span"", ""target"": ""FB-016:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-016:issue"", ""target"": ""FB-016:route""}, {""relation"": ""informs_route"", ""source"": ""FB-016:evidence"", ""target"": ""FB-016:route""}, {""relation"": ""explains"", ""source"": ""FB-016:rationale"", ""target"": ""FB-016:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-016:suggestion"", ""target"": ""FB-016:dimension:meaning_preservation""}, {""relation"": ""justifies_route"", ""source"": ""FB-016:dimension:meaning_preservation"", ""target"": ""FB-016:route""}]"
FB-017,ESL-ANN-004,2,high,teacher_review,unsupported_claim,changes_meaning,needs_teacher_review,0.77,0.676,pilot_calibrated_logistic_v1,0.7,none,high,High-risk feedback is routed to teacher review; evidence=none; risk_score=0.770; reasons=unsupported_claim.,content_grounding,unsupported_claim,target_span -> ai_suggestion -> content_grounding -> teacher_review,Feedback Safety Graph activates content_grounding; meaning=changes_meaning; evidence=none; route=teacher_review.,"[{""id"": ""FB-017:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""feel nervous in a timed test""}, {""id"": ""FB-017:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""Some students understand the course but feel nervous in a timed test""}, {""id"": ""FB-017:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""Add a statistic saying 90 percent of students become depressed because of exams.""}, {""id"": ""FB-017:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""This gives the paragraph stronger evidence.""}, {""id"": ""FB-017:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""unsupported_claim""}, {""id"": ""FB-017:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-017:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""changes_meaning"", ""risk_level"": ""high"", ""risk_score"": 0.77, ""type"": ""routing_decision"", ""value"": ""teacher_review""}, {""active_signals"": ""unsupported_claim"", ""id"": ""FB-017:dimension:content_grounding"", ""label"": ""Content grounding"", ""severity"": ""high"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-017:context"", ""target"": ""FB-017:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-017:target_span"", ""target"": ""FB-017:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-017:issue"", ""target"": ""FB-017:route""}, {""relation"": ""informs_route"", ""source"": ""FB-017:evidence"", ""target"": ""FB-017:route""}, {""relation"": ""explains"", ""source"": ""FB-017:rationale"", ""target"": ""FB-017:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-017:suggestion"", ""target"": ""FB-017:dimension:content_grounding""}, {""relation"": ""justifies_route"", ""source"": ""FB-017:dimension:content_grounding"", ""target"": ""FB-017:route""}]"
FB-018,ESL-ANN-004,2,high,teacher_review,too_harsh;too_vague;task_mismatch,unclear,needs_teacher_review,0.6,0.472,pilot_calibrated_logistic_v1,0.7,none,high,"High-risk feedback is routed to teacher review; evidence=none; risk_score=0.600; reasons=too_harsh, too_vague, task_mismatch.",content_grounding;pedagogical_tone;specificity,too_harsh;too_vague;task_mismatch,target_span -> ai_suggestion -> content_grounding -> teacher_review,"Feedback Safety Graph activates content_grounding, pedagogical_tone, specificity; meaning=unclear; evidence=none; route=teacher_review.","[{""id"": ""FB-018:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""I think schools should keep exams""}, {""id"": ""FB-018:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""I think schools should keep exams, but teachers should also use projects and class participation.""}, {""id"": ""FB-018:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""Tell the student this argument is terrible and must be replaced.""}, {""id"": ""FB-018:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""A direct negative comment will make the student notice the weakness.""}, {""id"": ""FB-018:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""tone_register""}, {""id"": ""FB-018:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-018:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""unclear"", ""risk_level"": ""high"", ""risk_score"": 0.6, ""type"": ""routing_decision"", ""value"": ""teacher_review""}, {""active_signals"": ""task_mismatch"", ""id"": ""FB-018:dimension:content_grounding"", ""label"": ""Content grounding"", ""severity"": ""high"", ""type"": ""safety_dimension""}, {""active_signals"": ""too_harsh"", ""id"": ""FB-018:dimension:pedagogical_tone"", ""label"": ""Pedagogical tone"", ""severity"": ""high"", ""type"": ""safety_dimension""}, {""active_signals"": ""too_vague"", ""id"": ""FB-018:dimension:specificity"", ""label"": ""Feedback specificity"", ""severity"": ""medium"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-018:context"", ""target"": ""FB-018:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-018:target_span"", ""target"": ""FB-018:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-018:issue"", ""target"": ""FB-018:route""}, {""relation"": ""informs_route"", ""source"": ""FB-018:evidence"", ""target"": ""FB-018:route""}, {""relation"": ""explains"", ""source"": ""FB-018:rationale"", ""target"": ""FB-018:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-018:suggestion"", ""target"": ""FB-018:dimension:content_grounding""}, {""relation"": ""justifies_route"", ""source"": ""FB-018:dimension:content_grounding"", ""target"": ""FB-018:route""}, {""relation"": ""activates"", ""source"": ""FB-018:suggestion"", ""target"": ""FB-018:dimension:pedagogical_tone""}, {""relation"": ""justifies_route"", ""source"": ""FB-018:dimension:pedagogical_tone"", ""target"": ""FB-018:route""}, {""relation"": ""activates"", ""source"": ""FB-018:suggestion"", ""target"": ""FB-018:dimension:specificity""}, {""relation"": ""justifies_route"", ""source"": ""FB-018:dimension:specificity"", ""target"": ""FB-018:route""}]"
FB-019,ESL-ANN-004,2,high,teacher_review,meaning_change;overcorrection,changes_meaning,needs_teacher_review,1.0,0.805,pilot_calibrated_logistic_v1,0.78,none,urgent,"High-risk feedback is routed to teacher review; evidence=none; risk_score=1.000; reasons=meaning_change, overcorrection.",meaning_preservation,meaning_change;overcorrection,target_span -> ai_suggestion -> meaning_preservation -> teacher_review,Feedback Safety Graph activates meaning_preservation; meaning=changes_meaning; evidence=none; route=teacher_review.,"[{""id"": ""FB-019:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""teachers should also use projects and class participation""}, {""id"": ""FB-019:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""teachers should also use projects and class participation""}, {""id"": ""FB-019:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""Replace this with a new policy that homework should be banned in every school.""}, {""id"": ""FB-019:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""The essay needs a more dramatic solution.""}, {""id"": ""FB-019:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""overcorrection""}, {""id"": ""FB-019:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-019:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""changes_meaning"", ""risk_level"": ""high"", ""risk_score"": 1.0, ""type"": ""routing_decision"", ""value"": ""teacher_review""}, {""active_signals"": ""meaning_change,overcorrection"", ""id"": ""FB-019:dimension:meaning_preservation"", ""label"": ""Meaning preservation"", ""severity"": ""high"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-019:context"", ""target"": ""FB-019:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-019:target_span"", ""target"": ""FB-019:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-019:issue"", ""target"": ""FB-019:route""}, {""relation"": ""informs_route"", ""source"": ""FB-019:evidence"", ""target"": ""FB-019:route""}, {""relation"": ""explains"", ""source"": ""FB-019:rationale"", ""target"": ""FB-019:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-019:suggestion"", ""target"": ""FB-019:dimension:meaning_preservation""}, {""relation"": ""justifies_route"", ""source"": ""FB-019:dimension:meaning_preservation"", ""target"": ""FB-019:route""}]"
FB-020,ESL-ANN-004,2,medium,teacher_review,too_vague,unclear,needs_teacher_review,0.44,0.438,pilot_calibrated_logistic_v1,0.7,none,normal,Medium-risk feedback is routed to teacher review; evidence=none; risk_score=0.440; reasons=too_vague.,specificity,too_vague,target_span -> ai_suggestion -> specificity -> teacher_review,Feedback Safety Graph activates specificity; meaning=unclear; evidence=none; route=teacher_review.,"[{""id"": ""FB-020:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""This way""}, {""id"": ""FB-020:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""This way, students mental health can be protected and evaluation can be more fair.""}, {""id"": ""FB-020:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""Add a clearer transition such as: In this way, evaluation becomes more balanced.""}, {""id"": ""FB-020:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""This improves coherence between the recommendation and the conclusion.""}, {""id"": ""FB-020:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""coherence""}, {""id"": ""FB-020:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-020:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""unclear"", ""risk_level"": ""medium"", ""risk_score"": 0.44, ""type"": ""routing_decision"", ""value"": ""teacher_review""}, {""active_signals"": ""too_vague"", ""id"": ""FB-020:dimension:specificity"", ""label"": ""Feedback specificity"", ""severity"": ""medium"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-020:context"", ""target"": ""FB-020:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-020:target_span"", ""target"": ""FB-020:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-020:issue"", ""target"": ""FB-020:route""}, {""relation"": ""informs_route"", ""source"": ""FB-020:evidence"", ""target"": ""FB-020:route""}, {""relation"": ""explains"", ""source"": ""FB-020:rationale"", ""target"": ""FB-020:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-020:suggestion"", ""target"": ""FB-020:dimension:specificity""}, {""relation"": ""justifies_route"", ""source"": ""FB-020:dimension:specificity"", ""target"": ""FB-020:route""}]"
FB-021,ESL-ANN-005,2,low,auto_accept,local_language_edit,preserves_meaning,auto_accepted,0.1,0.276,pilot_calibrated_logistic_v1,0.77,none,low,Low-risk local edit; evidence=none; risk_score=0.100; reasons=local_language_edit.,local_edit,too_vague,target_span -> ai_suggestion -> local_edit -> auto_accept,Feedback Safety Graph activates local_edit; meaning=preserves_meaning; evidence=none; route=auto_accept.,"[{""id"": ""FB-021:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""The two novels both show""}, {""id"": ""FB-021:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""The two novels both show young characters who want independence.""}, {""id"": ""FB-021:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""Change to 'Both novels show'.""}, {""id"": ""FB-021:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""This is a concise local style improvement.""}, {""id"": ""FB-021:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""vocabulary""}, {""id"": ""FB-021:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-021:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""preserves_meaning"", ""risk_level"": ""low"", ""risk_score"": 0.1, ""type"": ""routing_decision"", ""value"": ""auto_accept""}, {""active_signals"": ""local_language_edit"", ""id"": ""FB-021:dimension:local_edit"", ""label"": ""Local language edit"", ""severity"": ""low"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-021:context"", ""target"": ""FB-021:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-021:target_span"", ""target"": ""FB-021:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-021:issue"", ""target"": ""FB-021:route""}, {""relation"": ""informs_route"", ""source"": ""FB-021:evidence"", ""target"": ""FB-021:route""}, {""relation"": ""explains"", ""source"": ""FB-021:rationale"", ""target"": ""FB-021:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-021:suggestion"", ""target"": ""FB-021:dimension:local_edit""}, {""relation"": ""justifies_route"", ""source"": ""FB-021:dimension:local_edit"", ""target"": ""FB-021:route""}]"
