id,expert_id,batch_id,item_type,item_id,action,details,created_at,updated_at,duration_seconds
63,2,2,feedback_likert,FB-020,save_likert_feedback_rating,"{""correctness_score"": 1, ""meaning_preservation_score"": 1, ""student_readiness_score"": 1, ""usefulness_score"": 1, ""clarity_score"": 5, ""direct_release_score"": 1}",2026-06-13T14:53:50,2026-06-13T14:53:50,271.52647280693054
62,2,2,feedback_likert,FB-019,save_likert_feedback_rating,"{""correctness_score"": 1, ""meaning_preservation_score"": 1, ""student_readiness_score"": 1, ""usefulness_score"": 1, ""clarity_score"": 5, ""direct_release_score"": 1}",2026-06-13T14:49:18,2026-06-13T14:49:18,73.8071460723877
61,2,2,feedback_likert,FB-018,save_likert_feedback_rating,"{""correctness_score"": 1, ""meaning_preservation_score"": 1, ""student_readiness_score"": 1, ""usefulness_score"": 1, ""clarity_score"": 1, ""direct_release_score"": 1}",2026-06-13T14:48:04,2026-06-13T14:48:04,76.35105419158936
60,2,2,feedback_likert,FB-017,save_likert_feedback_rating,"{""correctness_score"": 1, ""meaning_preservation_score"": 1, ""student_readiness_score"": 1, ""usefulness_score"": 1, ""clarity_score"": 5, ""direct_release_score"": 1}",2026-06-13T14:46:48,2026-06-13T14:46:48,38.878780364990234
59,2,2,feedback_likert,FB-016,save_likert_feedback_rating,"{""correctness_score"": 1, ""meaning_preservation_score"": 1, ""student_readiness_score"": 1, ""usefulness_score"": 1, ""clarity_score"": 5, ""direct_release_score"": 1}",2026-06-13T14:46:09,2026-06-13T14:46:09,65.76399779319763
58,2,2,feedback_likert,FB-015,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 5, ""clarity_score"": 5, ""direct_release_score"": 5}",2026-06-13T14:45:03,2026-06-13T14:45:03,52.446062088012695
57,2,2,feedback_likert,FB-014,save_likert_feedback_rating,"{""correctness_score"": 3, ""meaning_preservation_score"": 2, ""student_readiness_score"": 3, ""usefulness_score"": 2, ""clarity_score"": 5, ""direct_release_score"": 2}",2026-06-13T14:44:10,2026-06-13T14:44:10,81.24118137359619
56,2,2,feedback_likert,FB-013,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 5, ""clarity_score"": 5, ""direct_release_score"": 5}",2026-06-13T14:42:49,2026-06-13T14:42:49,45.277599573135376
55,2,2,session,2__2__blind,select_session,"{""mode"": ""Blind Annotation Mode""}",2026-06-13T14:42:02,2026-06-13T14:42:02,0.0
54,2,2,session,2__2__blind,select_session,"{""mode"": ""Blind Annotation Mode""}",2026-06-13T14:41:55,2026-06-13T14:41:55,0.0
