id,expert_id,batch_id,item_type,item_id,action,details,created_at,updated_at,duration_seconds
61,1,1,feedback_likert,FB-005,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 5, ""clarity_score"": 5, ""direct_release_score"": 5}",2026-06-11T12:29:31,2026-06-11T12:29:31,27.386470556259155
60,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 3, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:29:00,2026-06-11T12:29:00,4.742110252380371
59,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 3, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:28:23,2026-06-11T12:28:23,5.930299758911133
58,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 3, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:26:45,2026-06-11T12:26:45,5.390750408172607
57,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 3, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:25:43,2026-06-11T12:25:43,3.4766788482666016
54,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 3, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:25:39,2026-06-11T12:25:39,0.3983032703399658
55,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 3, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:25:39,2026-06-11T12:25:39,0.18181872367858887
56,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 3, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:25:39,2026-06-11T12:25:39,0.19257378578186035
53,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 3, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:25:38,2026-06-11T12:25:38,1.2731077671051025
50,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 3, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:25:37,2026-06-11T12:25:37,0.19093704223632812
51,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 3, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:25:37,2026-06-11T12:25:37,0.16365909576416016
52,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 3, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:25:37,2026-06-11T12:25:37,0.205610990524292
48,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 3, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:25:36,2026-06-11T12:25:36,5.929904222488403
49,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 3, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:25:36,2026-06-11T12:25:36,0.20058584213256836
43,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 5, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:25:30,2026-06-11T12:25:30,0.17244887351989746
44,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 5, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:25:30,2026-06-11T12:25:30,0.20040559768676758
45,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 5, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:25:30,2026-06-11T12:25:30,0.16815590858459473
46,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 5, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:25:30,2026-06-11T12:25:30,0.18364787101745605
47,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 5, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:25:30,2026-06-11T12:25:30,0.2327251434326172
40,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 5, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:25:29,2026-06-11T12:25:29,0.8809499740600586
41,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 5, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:25:29,2026-06-11T12:25:29,0.19585204124450684
42,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 5, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:25:29,2026-06-11T12:25:29,0.17469501495361328
39,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 5, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:25:28,2026-06-11T12:25:28,2.519848346710205
37,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 5, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:24:31,2026-06-11T12:24:31,0.180281400680542
38,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 5, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:24:31,2026-06-11T12:24:31,0.2018134593963623
36,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 5, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:24:30,2026-06-11T12:24:30,1.81648588180542
35,1,1,feedback_likert,FB-004,save_likert_feedback_rating,"{""correctness_score"": 5, ""meaning_preservation_score"": 5, ""student_readiness_score"": 5, ""usefulness_score"": 5, ""clarity_score"": 4, ""direct_release_score"": 4}",2026-06-11T12:24:29,2026-06-11T12:24:29,18.434206008911133
34,1,1,feedback_likert,FB-003,save_likert_feedback_rating,"{""correctness_score"": 1, ""meaning_preservation_score"": 1, ""student_readiness_score"": 1, ""usefulness_score"": 1, ""clarity_score"": 1, ""direct_release_score"": 1}",2026-06-11T12:23:45,2026-06-11T12:23:45,0.23421716690063477
30,1,1,feedback_likert,FB-003,save_likert_feedback_rating,"{""correctness_score"": 1, ""meaning_preservation_score"": 1, ""student_readiness_score"": 1, ""usefulness_score"": 1, ""clarity_score"": 1, ""direct_release_score"": 1}",2026-06-11T12:23:44,2026-06-11T12:23:44,0.6143648624420166
31,1,1,feedback_likert,FB-003,save_likert_feedback_rating,"{""correctness_score"": 1, ""meaning_preservation_score"": 1, ""student_readiness_score"": 1, ""usefulness_score"": 1, ""clarity_score"": 1, ""direct_release_score"": 1}",2026-06-11T12:23:44,2026-06-11T12:23:44,0.2773303985595703
32,1,1,feedback_likert,FB-003,save_likert_feedback_rating,"{""correctness_score"": 1, ""meaning_preservation_score"": 1, ""student_readiness_score"": 1, ""usefulness_score"": 1, ""clarity_score"": 1, ""direct_release_score"": 1}",2026-06-11T12:23:44,2026-06-11T12:23:44,0.17775750160217285
33,1,1,feedback_likert,FB-003,save_likert_feedback_rating,"{""correctness_score"": 1, ""meaning_preservation_score"": 1, ""student_readiness_score"": 1, ""usefulness_score"": 1, ""clarity_score"": 1, ""direct_release_score"": 1}",2026-06-11T12:23:44,2026-06-11T12:23:44,0.16999578475952148
29,1,1,feedback_likert,FB-003,save_likert_feedback_rating,"{""correctness_score"": 1, ""meaning_preservation_score"": 1, ""student_readiness_score"": 1, ""usefulness_score"": 1, ""clarity_score"": 1, ""direct_release_score"": 1}",2026-06-11T12:23:43,2026-06-11T12:23:43,2.7875401973724365
28,1,1,feedback_likert,FB-003,save_likert_feedback_rating,"{""correctness_score"": 1, ""meaning_preservation_score"": 1, ""student_readiness_score"": 1, ""usefulness_score"": 1, ""clarity_score"": 1, ""direct_release_score"": 1}",2026-06-11T12:22:57,2026-06-11T12:22:57,2.8879282474517822
27,1,1,feedback_likert,FB-003,save_likert_feedback_rating,"{""correctness_score"": 1, ""meaning_preservation_score"": 1, ""student_readiness_score"": 1, ""usefulness_score"": 1, ""clarity_score"": 1, ""direct_release_score"": 1}",2026-06-11T12:20:56,2026-06-11T12:20:56,3.9277751445770264
26,1,1,feedback_likert,FB-003,save_likert_feedback_rating,"{""correctness_score"": 1, ""meaning_preservation_score"": 1, ""student_readiness_score"": 1, ""usefulness_score"": 1, ""clarity_score"": 1, ""direct_release_score"": 1}",2026-06-11T12:20:53,2026-06-11T12:20:53,30.783002614974976
25,1,1,feedback_likert,FB-001,save_likert_feedback_rating,"{""correctness_score"": 3, ""meaning_preservation_score"": 4, ""student_readiness_score"": 4, ""usefulness_score"": 4, ""clarity_score"": 3, ""direct_release_score"": 3}",2026-06-11T12:15:08,2026-06-11T12:15:08,109.05924415588379
24,1,1,session,1__1__blind,select_session,"{""mode"": ""Blind Annotation Mode""}",2026-06-11T12:13:16,2026-06-11T12:13:16,0.0
23,1,1,session,1__1__blind,select_session,"{""mode"": ""Blind Annotation Mode""}",2026-06-11T12:13:15,2026-06-11T12:13:15,0.0
22,1,1,session,1__1__blind,select_session,"{""mode"": ""Blind Annotation Mode""}",2026-06-11T12:13:14,2026-06-11T12:13:14,0.0
21,1,1,session,1__1__blind,select_session,"{""mode"": ""Blind Annotation Mode""}",2026-06-11T12:13:12,2026-06-11T12:13:12,0.0
20,1,1,session,1__1__blind,select_session,"{""mode"": ""Blind Annotation Mode""}",2026-06-11T12:13:11,2026-06-11T12:13:11,0.0
19,1,1,session,1__1__blind,select_session,"{""mode"": ""Blind Annotation Mode""}",2026-06-11T12:10:34,2026-06-11T12:10:34,0.0
18,1,1,session,1__1__blind,select_session,"{""mode"": ""Blind Annotation Mode""}",2026-06-11T12:09:00,2026-06-11T12:09:00,0.0
17,1,1,session,1__1__blind,select_session,"{""mode"": ""Blind Annotation Mode""}",2026-06-11T12:08:38,2026-06-11T12:08:38,0.0
16,1,1,session,1__1__blind,select_session,"{""mode"": ""Blind Annotation Mode""}",2026-06-11T12:08:37,2026-06-11T12:08:37,0.0
15,1,1,session,1__1__blind,select_session,"{""mode"": ""Blind Annotation Mode""}",2026-06-11T12:08:33,2026-06-11T12:08:33,0.0
